IC_RSRVDEP_030	com.fasterxml.jackson.annotation.JsonTypeInfo.None	com.fasterxml.jackson.annotation.JsonTypeInfo.	None	Since 2.5, use Void instead.
IC_JDDM_X522	"java.util.concurrent.atomic.AtomicLongArray.weakCompareAndSet?(int, long, long)"	java.util.concurrent.atomic.AtomicLongArray	"weakCompareAndSet?(int, long, long)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicLongArray.compareAndExchange(int, long, long) and AtomicLongArray.compareAndSet(int, long, long)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicLongArray.weakCompareAndSetPlain(int, long, long) be used instead."	
IC_JDDM_X523	"java.util.concurrent.atomic.AtomicReference.weakCompareAndSet?(V, V)"	java.util.concurrent.atomic.AtomicReference	"weakCompareAndSet?(V, V)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReference.compareAndExchange(V, V) and AtomicReference.compareAndSet(V, V)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReference.weakCompareAndSetPlain(V, V) be used instead."	
IC_JDDM_X524	"java.util.concurrent.atomic.AtomicReferenceArray.weakCompareAndSet?(int, E, E)"	java.util.concurrent.atomic.AtomicReferenceArray	"weakCompareAndSet?(int, E, E)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReferenceArray.compareAndExchange(int, E, E) and AtomicReferenceArray.compareAndSet(int, E, E)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReferenceArray.weakCompareAndSetPlain(int, E, E) be used instead."	
IC_JDDM_X534	java.util.Date.parse?(String)	java.util.Date	parse?(String)	"As of JDK version 1.1, replaced by DateFormat.parse(String s)."	
IC_JDDM_X535	java.util.Date.setDate?(int)	java.util.Date	setDate?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.DAY_OF_MONTH, int date)."	
IC_JDDM_X536	java.util.Date.setHours?(int)	java.util.Date	setHours?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.HOUR_OF_DAY, int hours)."	
IC_JDDM_X537	java.util.Date.setMinutes?(int)	java.util.Date	setMinutes?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.MINUTE, int minutes)."	
IC_JDDM_X538	java.util.Date.setMonth?(int)	java.util.Date	setMonth?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.MONTH, int month)."	
IC_JDDM_X539	java.util.Date.setSeconds?(int)	java.util.Date	setSeconds?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.SECOND, int seconds)."	
IC_JDDM_X540	java.util.Date.setYear?(int)	java.util.Date	setYear?(int)	"As of JDK version 1.1, replaced by Calendar.set(Calendar.YEAR, year + 1900)."	
IC_JDDM_X543	"java.util.Date.UTC?(int, int, int, int, int, int)"	java.util.Date	"UTC?(int, int, int, int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date, hrs, min, sec) or GregorianCalendar(year + 1900, month, date, hrs, min, sec), using a UTC TimeZone, followed by Calendar.getTime().getTime()."	
IC_JDDM_X544	"java.util.logging.Logger.logrb?(Level, String, String, String, String)"	java.util.logging.Logger	"logrb?(Level, String, String, String, String)"	"Use Logger.logrb(java.util.logging.Level, java.lang.String, java.lang.String, java.util.ResourceBundle, java.lang.String, java.lang.Object...) instead."	
IC_JDDM_X546	java.util.logging.LoggingMXBean	java.util.logging	LoggingMXBean	No Replacement	
IC_JDDM_X547	java.util.logging.LogRecord.setMillis?(long)	java.util.logging.LogRecord	setMillis?(long)	"LogRecord maintains timestamps with nanosecond resolution, using Instant values. For this reason, setInstant() should be used in preference to setMillis()."	
IC_JDDM_X548	"java.util.Properties.save?(OutputStream, String)"	java.util.Properties	"save?(OutputStream, String)"	"This method does not throw an IOException if an I/O error occurs while saving the property list. The preferred way to save a properties list is via the store(OutputStream out, String comments) method or the storeToXML(OutputStream os, String comment) method."	
IC_JDDM_X730	"java.util.Date?(int, int, int)"	java.util	"Date?(int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date) or GregorianCalendar(year + 1900, month, date)."	
IC_JDDM_XV035	"java.util.logging.Logger.logrb?(Level, String, String, String, String, Object)"	java.util.logging.Logger	"logrb?(Level, String, String, String, String, Object)"	"Use Logger.logrb(java.util.logging.Level, java.lang.String, java.lang.String, java.util.ResourceBundle, java.lang.String, java.lang.Object...) instead"	
IC_JDDM_XV036	"java.util.logging.Logger.logrb?(Level, String, String, String, String, Object[])"	java.util.logging.Logger	"logrb?(Level, String, String, String, String, Object[])"	"Use Logger.logrb(java.util.logging.Level, java.lang.String, java.lang.String, java.util.ResourceBundle, java.lang.String, java.lang.Object...) instead."	
IC_JDDM_XV037	"java.util.logging.Logger.logrb?(Level, String, String, String, String, Throwable)"	java.util.logging.Logger	"logrb?(Level, String, String, String, String, Throwable)"	"Use Logger.logrb(java.util.logging.Level, java.lang.String, java.lang.String, java.util.ResourceBundle, java.lang.String, java.lang.Throwable) instead."	
IC_JDDC_XV056	"java.util.Date?(int, int, int, int, int)"	java.util	"Date?(int, int, int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date, hrs, min) or GregorianCalendar(year + 1900, month, date, hrs, min)."	
IC_JDDC_XV057	"java.util.Date?(int, int, int, int, int, int)"	java.util	"Date?(int, int, int, int, int, int)"	"As of JDK version 1.1, replaced by Calendar.set(year + 1900, month, date, hrs, min, sec) or GregorianCalendar(year + 1900, month, date, hrs, min, sec)."	
IC_JDDC_XV058	java.util.Date?(String)	java.util	Date?(String)	"As of JDK version 1.1, replaced by DateFormat.parse(String s)."	
IC_JDDC_XV059	"java.net.Socket?(InetAddress, int, boolean)"	java.util	"Socket?(InetAddress, int, boolean)"	Use DatagramSocket instead for UDP transport.	
IC_JDDM_XVI015	java.util.logging.LogRecord.getThreadID()	java.util.logging.LogRecord	getThreadID()	"Values returned by this method may be synthesized, and may not correspond to the actual thread id, use LogRecord.getLongThreadID() instead."	
IC_JDDM_XVI016	java.util.logging.LogRecord.setThreadID?(int)	java.util.logging.LogRecord	setThreadID?(int)	"This method doesn't allow to pass a long thread id, use LogRecord.setLongThreadID(long) instead."	
IC_JDDM_XVII020	java.util.concurrent.Executors.privilegedCallable(Callable<T>)	java.util.concurrent.Executors	privilegedCallable(Callable<T>)	"This method is only useful in conjunction with the Security Manager, which is deprecated and subject to removal in a future release. Consequently, this method is also deprecated and subject to removal. There is no replacement for the Security Manager or this method."	
IC_JDDM_XVII021	java.util.concurrent.Executors.privilegedCallableUsingCurrentClassLoader(Callable<T>)	java.util.concurrent.Executors	privilegedCallableUsingCurrentClassLoader(Callable<T>)	"This method is only useful in conjunction with the Security Manager, which is deprecated and subject to removal in a future release. Consequently, this method is also deprecated and subject to removal. There is no replacement for the Security Manager or this method."	
IC_JDDM_XVII022	java.util.concurrent.Executors.privilegedThreadFactory()	java.util.concurrent.Executors	privilegedThreadFactory()	"This method is only useful in conjunction with the Security Manager, which is deprecated and subject to removal in a future release. Consequently, this method is also deprecated and subject to removal. There is no replacement for the Security Manager or this method."	
IC_JDDM_XVII023	java.util.logging.LogManager.checkAccess()	java.util.logging.LogManager	checkAccess()	"This method is only useful in conjunction with the Security Manager, which is deprecated and subject to removal in a future release. Consequently, this method is also deprecated and subject to removal. There is no replacement for the Security Manager or this method."	
IC_JDDC_XVIII004	"javax.security.auth.Subject.doAs(Subject, PrivilegedAction<T>)"	javax.security.auth.Subject	"doAs(Subject, PrivilegedAction<T>)"	"This method depends on AccessControlContext which, in conjunction with the Security Manager, is deprecated and subject to removal in a future release. However, performing work as a Subject is useful independent of the Security Manager. Thus, a replacement API named Subject.callAs(javax.security.auth.Subject, java.util.concurrent.Callable<T>) has been added which can be used to perform the same work."	
IC_JDDC_XVIII005	"javax.security.auth.Subject.doAs(Subject, PrivilegedExceptionAction<T>)"	javax.security.auth.Subject	"doAs(Subject, PrivilegedExceptionAction<T>)"	"This method depends on AccessControlContext which, in conjunction with the Security Manager, is deprecated and subject to removal in a future release. However, performing work as a Subject is useful independent of the Security Manager. Thus, a replacement API named Subject.callAs(javax.security.auth.Subject, java.util.concurrent.Callable<T>) has been added which can be used to perform the same work."	
IC_JDDC_XIX005	java.util.Locale(String)	java.util	Locale(String)	Locale constructors have been deprecated. See Obtaining a Locale for other options.	
IC_JDDC_XIX006	"java.util.Locale(String, String)"	java.util	"Locale(String, String)"	Locale constructors have been deprecated. See Obtaining a Locale for other options.	
IC_JDDC_XIX007	"java.util.Locale(String, String, String)"	java.util	"Locale(String, String, String)"	Locale constructors have been deprecated. See Obtaining a Locale for other options.	
Binary file /usr/u2l/u2l_backend/projects/pet-store-master_20230525_222814/Java/JavaRules/JavaCommonRules/JDKDeprecatedList.rules matches
IC_RSRVDEP_859	com.fasterxml.jackson.databind.ObjectMapper.setMixInAnnotations(Map<Class<?>, Class<?>>)	com.fasterxml.jackson.databind.ObjectMapper.	setMixInAnnotations(Map<Class<?>, Class<?>>)	Since 2.5
IC_JDDM_9716	"java.util.concurrent.atomic.AtomicReference.weakCompareAndSet(V, V)"	java.util.concurrent.atomic.AtomicReference	"weakCompareAndSet(V, V)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReference.compareAndExchange(V, V) and AtomicReference.compareAndSet(V, V)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReference.weakCompareAndSetPlain(V, V) be used instead."	
IC_JDDM_9717	"java.util.concurrent.atomic.AtomicReferenceArray.weakCompareAndSet(int, E, E)"	java.util.concurrent.atomic.AtomicReferenceArray	"weakCompareAndSet(int, E, E)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReferenceArray.compareAndExchange(int, E, E) and AtomicReferenceArray.compareAndSet(int, E, E)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReferenceArray.weakCompareAndSetPlain(int, E, E) be used instead."	
IC_JDDM_X523	"java.util.concurrent.atomic.AtomicReference.weakCompareAndSet?(V, V)"	java.util.concurrent.atomic.AtomicReference	"weakCompareAndSet?(V, V)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReference.compareAndExchange(V, V) and AtomicReference.compareAndSet(V, V)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReference.weakCompareAndSetPlain(V, V) be used instead."	
IC_JDDM_X524	"java.util.concurrent.atomic.AtomicReferenceArray.weakCompareAndSet?(int, E, E)"	java.util.concurrent.atomic.AtomicReferenceArray	"weakCompareAndSet?(int, E, E)"	"This method has plain memory effects but the method name implies volatile memory effects (see methods such as AtomicReferenceArray.compareAndExchange(int, E, E) and AtomicReferenceArray.compareAndSet(int, E, E)). To avoid confusion over plain or volatile memory effects it is recommended that the method AtomicReferenceArray.weakCompareAndSetPlain(int, E, E) be used instead."	
IC_JDDM_5174	java.util.Date.getDate()	java.util.Date	getDate()	"As of JDK version 1.1, replaced by Calendar.get(Calendar.DAY_OF_MONTH)."	
IC_JDDM_5175	java.util.Date.getDay()	java.util.Date	getDay()	"As of JDK version 1.1, replaced by Calendar.get(Calendar.DAY_OF_WEEK)."	
IC_JDDM_5195	java.util.Date.getHours()	java.util.Date	getHours()	"As of JDK version 1.1, replaced by Calendar.get(Calendar.HOUR_OF_DAY)."	
IC_JDDM_5206	java.util.Date.getMinutes()	java.util.Date	getMinutes()	"As of JDK version 1.1, replaced by Calendar.get(Calendar.MINUTE)."	
IC_JDDM_5207	java.util.Date.getMonth()	java.util.Date	getMonth()	"As of JDK version 1.1, replaced by Calendar.get(Calendar.MONTH)."	
IC_JDDM_5221	java.util.Date.getSeconds()	java.util.Date	getSeconds()	"As of JDK version 1.1, replaced by Calendar.get(Calendar.SECOND)."	
IC_JDDM_5228	java.util.Date.getTimezoneOffset()	java.util.Date	getTimezoneOffset()	"As of JDK version 1.1, replaced by -(Calendar.get(Calendar.ZONE_OFFSET) + Calendar.get(Calendar.DST_OFFSET)) / (60 * 1000)."	
